Central body: Saturn

Name	Mass (kg)		Current semi-major axis (m)
=======================================================
Titan	1.3452E+23	1.22193E+09
Rhea	2.306518E+21 	5.27108E+08
Iapetus	1.805635E+21 	3.56082E+09
Dione	1.095452E+21	3.77396E+08
Tethys	6.17449E+20	2.94619E+08
Enceladus	1.08022E+20	2.37950E+08
Mimas	3.964E+19	1.85404E+08
Hyperion	5.620E+18	1.48101E+09
Pallene	1.161E+13	2.12280E+08
